swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees,ptb_treenumbers,start_turn,end_turn
sw04utt/sw_0417_3237.utt,3/sw3237,3237,10,nn,B,10,1,"No,  /","No/UH ,/,","(INTJ (UH No) (, ,) (-DFL- E_S))",19,15.3935,17.48775
sw04utt/sw_0417_3237.utt,3/sw3237,3237,11,sd^e,B,10,2,"we own it,  /","[ we/PRP ] own/VBP  [ it/PRP ] ,/,","(S (NP-SBJ (PRP we)) (VP (VBP own) (NP (PRP it))) (, ,) (-DFL- E_S))",20,15.3935,17.48775
sw04utt/sw_0417_3237.utt,3/sw3237,3237,12,%,B,10,3,"yeah,  /","yeah/UH ,/,","(INTJ (UH yeah) (, ,) (-DFL- E_S))",21,15.3935,17.48775
sw04utt/sw_0417_3237.utt,3/sw3237,3237,13,%,B,10,4,"{D well, } our side <laughter>. -/","well/UH ,/,  [ our/PRP$ side/NN ] ./.","(FRAG (INTJ (UH well)) (, ,) (NP (PRP$ our) (NN side)) (. .) (-DFL- N_S))",22,15.3935,17.48775
sw04utt/sw_0417_3237.utt,3/sw3237,3237,14,b,A,11,1,"Yeah,  /","Yeah/UH ,/,","(INTJ (UH Yeah) (, ,) (-DFL- E_S))",24,18.05225,22.026
sw04utt/sw_0417_3237.utt,3/sw3237,3237,15,b^r,A,11,2,"yeah,  /","yeah/UH ,/,","(INTJ (UH yeah) (, ,) (-DFL- E_S))",21,18.05225,22.026
sw04utt/sw_0417_3237.utt,3/sw3237,3237,16,sv,A,11,3,{D well } that's kind of neat that you can --,well/UH that/DT  [ 's/BES kind/RB ] of/RB  [ neat/JJ ] that/IN  [ you/PRP ] can/MD --/:,"(S (INTJ (UH well)) (NP-SBJ (DT that)) (VP (BES 's) (ADVP (RB kind) (RB of)) (ADJP-PRD (JJ neat)) (SBAR-TPC (IN that) (S (EDITED (S (NP-SBJ (PRP you)) (VP-UNF (MD can)))) (SBAR-ADV (RB even) (IN though) (S (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (DT a) (NN duplex))))) (, ,) (NP-SBJ (PRP you)) (VP (MD can) (ADVP (RB still)) (VP (VB buy)))))) (. .) (-DFL- E_S))",26,18.05225,22.026
sw04utt/sw_0417_3237.utt,3/sw3237,3237,17,b,B,12,1,"Uh-huh,  /","[ Uh-huh/UH ] ,/,","(INTJ (UH Uh-huh) (, ,) (-DFL- E_S))",28,19.760375,20.6735
sw04utt/sw_0417_3237.utt,3/sw3237,3237,18,b^r,B,12,2,uh-huh. /,[ uh-huh/UH ] ./.,(INTJ (UH uh-huh) (. .) (-DFL- E_S)),29,19.760375,20.6735
sw04utt/sw_0417_3237.utt,3/sw3237,3237,19,+,A,13,1,"-- even though it's a duplex, you can still buy.  /","--/: even/RB though/IN  [ it/PRP ] 's/BES  [ a/DT duplex/NN ] ,/,  [ you/PRP ] can/MD still/RB buy/VB ./.","(S (INTJ (UH well)) (NP-SBJ (DT that)) (VP (BES 's) (ADVP (RB kind) (RB of)) (ADJP-PRD (JJ neat)) (SBAR-TPC (IN that) (S (EDITED (S (NP-SBJ (PRP you)) (VP-UNF (MD can)))) (SBAR-ADV (RB even) (IN though) (S (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (DT a) (NN duplex))))) (, ,) (NP-SBJ (PRP you)) (VP (MD can) (ADVP (RB still)) (VP (VB buy)))))) (. .) (-DFL- E_S))",26,22.026,22.704625
sw04utt/sw_0417_3237.utt,3/sw3237,3237,20,ba,A,13,2,That's good. /,[ That/DT ] 's/BES good/JJ ./.,(S (NP-SBJ (DT That)) (VP (BES 's) (ADJP-PRD (JJ good))) (. .) (-DFL- E_S)),31,22.026,22.704625
sw04utt/sw_0417_3237.utt,3/sw3237,3237,21,b,B,14,1,"Uh-huh,  /","[ Uh-huh/UH ] ,/,","(INTJ (UH Uh-huh) (, ,) (-DFL- E_S))",28,22.18725,23.2145
sw04utt/sw_0417_3237.utt,3/sw3237,3237,22,b,B,14,2,yeah. /,yeah/UH ./.,(INTJ (UH yeah) (. .) (-DFL- E_S)),34,22.18725,23.2145
sw04utt/sw_0417_3237.utt,3/sw3237,3237,23,qy,A,15,1,Do you have any children? /,Do/VBP  [ you/PRP ] have/VB  [ any/DT children/NNS ] ?/.,(SQ (VBP Do) (NP-SBJ (PRP you)) (VP (VB have) (NP (DT any) (NNS children))) (. ?) (-DFL- E_S)),36,23.6275,24.485875
sw04utt/sw_0417_3237.utt,3/sw3237,3237,24,nn,B,16,1,"No,  /","No/UH ,/,","(INTJ (UH No) (, ,) (-DFL- E_S))",19,24.59625,25.825875
sw04utt/sw_0417_3237.utt,3/sw3237,3237,25,nn,B,16,2,[ huh-uh.  /,[ huh-uh/UH ] ./.,(INTJ (RM (-DFL- \[)) (UH huh-uh) (. .) (-DFL- E_S)),39,24.59625,25.825875
sw04utt/sw_0417_3237.utt,3/sw3237,3237,26,qy,B,16,3,Do you? /,Do/VBP  [ you/PRP ] ?/.,(SQ (VBP Do) (NP-SBJ (PRP you)) (. ?) (-DFL- E_S)),40,24.59625,25.825875
sw04utt/sw_0417_3237.utt,3/sw3237,3237,27,ny,A,17,1,"Yes,  /","Yes/UH ,/,","(INTJ (UH Yes) (, ,) (-DFL- E_S))",42,26.274875,30.9665
sw04utt/sw_0417_3237.utt,3/sw3237,3237,28,sd^e,A,17,2,"I have two children,  /","[ I/PRP ] have/VBP  [ two/CD children/NNS ] ,/,","(S (NP-SBJ (PRP I)) (VP (VBP have) (NP (CD two) (NNS children))) (, ,) (-DFL- E_S))",43,26.274875,30.9665
sw04utt/sw_0417_3237.utt,3/sw3237,3237,29,sd,A,17,3,{C and } our home is really too small for us right now <laughter>. /,and/CC  [ our/PRP$ home/NN ] is/VBZ really/RB too/RB small/JJ for/IN  [ us/PRP ] right/RB now/RB ./.,(S (CC and) (NP-SBJ (PRP$ our) (NN home)) (VP (VBZ is) (ADVP (RB really)) (ADJP-PRD (RB too) (JJ small) (PP (IN for) (NP (PRP us)))) (ADVP-TMP (RB right) (RB now))) (. .) (-DFL- E_S)),44,26.274875,30.9665
sw04utt/sw_0417_3237.utt,3/sw3237,3237,30,sd,B,18,1,"<Laughter> Ours is, too. /","[ Ours/PRP$ ] is/VBZ ,/, too/RB ./.","(S (NP-SBJ (PRP$ Ours)) (VP (VBZ is) (ADJP-PRD (-NONE- *?*)) (, ,) (ADVP (RB too))) (. .) (-DFL- E_S))",46,30.570875,31.683375
sw04utt/sw_0417_3237.utt,3/sw3237.pos,3237,31,x,A,19,1,<Laughter>.,./.
sw04utt/sw_0417_3237.utt,3/sw3237,3237,32,sd,B,20,1,We outgrew it when we moved in. /,[ We/PRP ] outgrew/VBD  [ it/PRP ] when/WRB  [ we/PRP ] moved/VBD in/IN ./.,(S (NP-SBJ (PRP We)) (VP (VBD outgrew) (NP (PRP it)) (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (PRP we)) (VP (VBD moved) (ADVP-DIR (IN in)) (ADVP-TMP (-NONE- *T*-1)))))) (. .) (-DFL- E_S)),49,32.048625,33.76375
sw04utt/sw_0417_3237.utt,3/sw3237,3237,33,b,A,21,1,"Yeah, /","Yeah/UH ,/,","(INTJ (UH Yeah) (, ,) (-DFL- E_S))",24,33.582125,34.26625
sw04utt/sw_0417_3237.utt,3/sw3237.pos,3237,34,x,B,22,1,<Laughter>.,./.
sw04utt/sw_0417_3237.utt,3/sw3237,3237,35,sd,A,23,1,we moved from an apartment --,[ we/PRP ] moved/VBD from/IN  [ an/DT apartment/NN ] --/:,"(S (NP-SBJ (PRP we)) (VP (VBD moved) (PP-DIR (IN from) (NP (NP (DT an) (NN apartment)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD was) (ADJP-PRD (RB really) (JJ small)))))))) (, ,) (-DFL- E_S))",54,34.49975,37.252125
sw04utt/sw_0417_3237.utt,3/sw3237,3237,36,b,B,24,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),56,36.05175,36.507
sw04utt/sw_0417_3237.utt,3/sw3237,3237,37,+,A,25,1,"-- that was really small,  /","--/:  [ that/WDT ] was/VBD really/RB  [ small/JJ ] ,/,","(S (NP-SBJ (PRP we)) (VP (VBD moved) (PP-DIR (IN from) (NP (NP (DT an) (NN apartment)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD was) (ADJP-PRD (RB really) (JJ small)))))))) (, ,) (-DFL- E_S))",54,37.252125,40.7385
sw04utt/sw_0417_3237.utt,3/sw3237,3237,38,sd,A,25,2,{C and } at the time we just had a little baby that was five months old -- /,and/CC at/IN  [ the/DT time/NN ] [ we/PRP ] just/RB had/VBD  [ a/DT little/JJ baby/NN ] [ that/WDT ] was/VBD  [ five/CD months/NNS ] old/JJ --/:,(S (CC and) (PP-TMP (IN at) (NP (DT the) (NN time))) (NP-SBJ (PRP we)) (ADVP (RB just)) (VP (VBD had) (NP (NP (DT a) (JJ little) (NN baby)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD was) (ADJP-PRD (NP-ADV (CD five) (NNS months)) (JJ old))))))) (-DFL- E_S)),58,37.252125,40.7385
sw04utt/sw_0417_3237.utt,3/sw3237,3237,39,b,B,26,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),56,40.621625,41.1085
sw04utt/sw_0417_3237.utt,3/sw3237,3237,40,sd,A,27,1,"-- {C so } we moved into this house in Garland,  /","--/: so/RB  [ we/PRP ] moved/VBD into/IN  [ this/DT house/NN ] in/IN  [ Garland/NNP ] ,/,","(S (RB so) (NP-SBJ (PRP we)) (VP (VBD moved) (PP-DIR (IN into) (NP (NP (DT this) (NN house)) (PP-LOC (IN in) (NP (NNP Garland)))))) (, ,) (-DFL- E_S))",62,41.136875,44.945
sw04utt/sw_0417_3237.utt,3/sw3237,3237,41,sd,A,27,2,it's in one of the older areas of town -- /,[ it/PRP ] 's/BES in/IN  [ one/CD ] of/IN  [ the/DT older/JJR areas/NNS ] of/IN  [ town/NN ] --/:,(S (NP-SBJ (PRP it)) (VP (BES 's) (PP-LOC-PRD (IN in) (NP (NP (CD one)) (PP (IN of) (NP (NP (DT the) (JJR older) (NNS areas)) (PP (IN of) (NP (NN town)))))))) (-DFL- E_S)),63,41.136875,44.945
sw04utt/sw_0417_3237.utt,3/sw3237,3237,42,b,B,28,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),56,44.96275,45.3635
sw04utt/sw_0417_3237.utt,3/sw3237,3237,43,sd,A,29,1,-- {C and } one thing I really like is it has big trees everywhere -- /,--/: and/CC  [ one/CD thing/NN ] [ I/PRP ] really/RB like/VBP is/VBZ  [ it/PRP ] has/VBZ  [ big/JJ trees/NNS ] everywhere/RB --/:,(S (CC and) (NP-SBJ (NP (CD one) (NN thing)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (PRP I)) (ADVP (RB really)) (VP (VBP like) (NP (-NONE- *T*-1)))))) (VP (VBZ is) (SBAR-PRD (-NONE- 0) (S (NP-SBJ (PRP it)) (VP (VBZ has) (NP (JJ big) (NNS trees)) (ADVP-LOC (RB everywhere)))))) (-DFL- E_S)),67,45.525,48.750625
sw04utt/sw_0417_3237.utt,3/sw3237,3237,44,b,B,30,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),56,48.616125,49.408125
sw04utt/sw_0417_3237.utt,3/sw3237,3237,45,sd,A,31,1,"-- {D you know, } lots of shade and squirrels and birds and --","--/:  [ you/PRP ] know/VBP ,/,  [ lots/NNS ] of/IN  [ shade/NN ] and/CC  [ squirrels/NNS ] and/CC  [ birds/NNS ] and/CC --/:","(FRAG (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP (NP (NNS lots)) (PP (IN of) (NP (NN shade) (CC and) (NNS squirrels) (CC and) (NNS birds)))) (CC and) (ADJP (RB real) (JJ pretty)) (, ,) (-DFL- E_S))",71,49.447625,53.693875
sw04utt/sw_0417_3237.utt,3/sw3237,3237,46,b,B,32,1,{F Um. } /,Um/UH ./.,(INTJ (UH Um) (. .) (-DFL- E_S)),73,52.31225,53.077
sw04utt/sw_0417_3237.utt,3/sw3237,3237,47,+,A,33,1,"-- real pretty,  /","--/: real/RB pretty/JJ ,/,","(FRAG (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP (NP (NNS lots)) (PP (IN of) (NP (NN shade) (CC and) (NNS squirrels) (CC and) (NNS birds)))) (CC and) (ADJP (RB real) (JJ pretty)) (, ,) (-DFL- E_S))",71,53.693875,55.473875
sw04utt/sw_0417_3237.utt,3/sw3237,3237,48,sd,A,33,2,"{C but } [ the, +  the ] house is real small -- /","but/CC  [ the/DT ] ,/,  [ the/DT house/NN ] is/VBZ real/RB small/JJ --/:","(S (CC but) (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (DT the)) (, ,) (IP (-DFL- \+))) (NP-SBJ (DT the) (RS (-DFL- \])) (NN house)) (VP (VBZ is) (ADJP-PRD (RB real) (JJ small))) (-DFL- E_S))",75,53.693875,55.473875
sw04utt/sw_0417_3237.utt,3/sw3237,3237,49,b,B,34,1,Yeah. /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),77,55.567,56.048375
sw04utt/sw_0417_3237.utt,3/sw3237,3237,50,sd,A,35,1,-- it has less than a thousand square feet -- /,--/:  [ it/PRP ] has/VBZ less/JJR than/IN  [ a/DT thousand/CD square/NN feet/NNS ] --/:,(S (NP-SBJ (PRP it)) (VP (VBZ has) (NP (QP (JJR less) (IN than) (DT a) (CD thousand)) (NN square) (NNS feet))) (-DFL- E_S)),79,55.473875,57.27775
sw04utt/sw_0417_3237.utt,3/sw3237,3237,51,ba,B,36,1,"{F Oh, } wow. /","Oh/UH ,/, wow/UH ./.","(INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH wow)) (. .) (-DFL- E_S))",81,57.398875,58.310625
sw04utt/sw_0417_3237.utt,3/sw3237,3237,52,b,A,37,1,"-- yeah,  /","--/: yeah/UH ,/,","(INTJ (UH yeah) (, ,) (-DFL- E_S))",83,58.2655,59.226625
sw04utt/sw_0417_3237.utt,3/sw3237,3237,53,sd,A,37,2,it's real little. /,[ it/PRP ] 's/BES real/RB little/JJ ./.,(S (NP-SBJ (PRP it)) (VP (BES 's) (ADJP-PRD (RB real) (JJ little))) (. .) (-DFL- E_S)),84,58.2655,59.226625
sw04utt/sw_0417_3237.utt,3/sw3237,3237,54,bf,B,38,1,<Laughter> You all are cramped <laughter>. /,[ You/PRP ] [ all/DT ] are/VBP cramped/JJ ./.,(S (NP-SBJ (PRP You) (DT all)) (VP (VBP are) (ADJP-PRD (JJ cramped))) (. .) (-DFL- E_S)),86,59.519,60.568375
sw04utt/sw_0417_3237.utt,3/sw3237,3237,55,aa,A,39,1,"Yeah,  /","Yeah/UH ,/,","(INTJ (UH Yeah) (, ,) (-DFL- E_S))",88,60.4985,64.894
sw04utt/sw_0417_3237.utt,3/sw3237,3237,56,sd,A,39,2,"{C and } now I have a daughter,  /","and/CC now/RB  [ I/PRP ] have/VBP  [ a/DT daughter/NN ] ,/,","(S (CC and) (ADVP-TMP (RB now)) (NP-SBJ (PRP I)) (VP (VBP have) (NP (DT a) (NN daughter))) (, ,) (-DFL- E_S))",89,60.4985,64.894
sw04utt/sw_0417_3237.utt,3/sw3237,3237,57,%,A,39,3,"now my, - /","now/RB  [ my/PRP$ ] ,/,","(S (ADVP-TMP (RB now)) (EDITED (NP-SBJ-UNF (PRP$ my)) (, ,)) (-DFL- N_S) (NP-SBJ (NP (DT the) (CD one)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD was) (ADJP-PRD (NP-ADV (CD five) (NNS months)) (JJ old)))))) (VP (VBZ is) (ADJP-PRD (NP-ADV (CD seven) (NNS years)) (JJ old))) (-DFL- E_S))",90,60.4985,64.894
sw04utt/sw_0417_3237.utt,3/sw3237,3237,58,sd,A,39,4,the one that was five months old is seven years old -- /,[ the/DT one/CD ] [ that/WDT ] was/VBD  [ five/CD months/NNS ] old/JJ is/VBZ  [ seven/CD years/NNS ] old/JJ --/:,"(S (ADVP-TMP (RB now)) (EDITED (NP-SBJ-UNF (PRP$ my)) (, ,)) (-DFL- N_S) (NP-SBJ (NP (DT the) (CD one)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (VBD was) (ADJP-PRD (NP-ADV (CD five) (NNS months)) (JJ old)))))) (VP (VBZ is) (ADJP-PRD (NP-ADV (CD seven) (NNS years)) (JJ old))) (-DFL- E_S))",90,60.4985,64.894
sw04utt/sw_0417_3237.utt,3/sw3237,3237,59,b,B,40,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),65,64.8995,65.423875
sw04utt/sw_0417_3237.utt,3/sw3237,3237,60,sd,A,41,1,"-- {C and } [ the one, + I have another one ]  that's three and a half --","--/: and/CC  [ the/DT one/NN ] ,/,  [ I/PRP ] have/VBP  [ another/DT ] [ one/NN ] [ that/WDT ] 's/BES  [ three/CD ] and/CC  [ a/DT half/NN ] --/:","(S (CC and) (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (DT the) (NN one)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VP (VBP have) (NP (NP (DT another) (NN one)) (RS (-DFL- \])) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (BES 's) (NP-PRD (QP (CD three) (CC and) (DT a) (NN half)))))))) (CC and) (VP (VBP have) (NP (NP (PDT all) (DT these) (NNS clothes) (, ,) (CC and) (NNS toys) (CC and) (NN stuff)) (SBAR (WHNP-4 (WDT that)) (S (NP-SBJ-2 (PRP we)) (VP (VBP 're) (ADVP (RB just)) (VP (VBG trying) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB find) (NP (NP (NNS places)) (SBAR (WHADVP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB put) (NP (-NONE- *T*-4)) (ADVP-PUT (-NONE- *T*-3))))))))))))))))) (, ,) (-DFL- E_S))",94,65.31775,73.438875
sw04utt/sw_0417_3237.utt,3/sw3237,3237,61,b,B,42,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),69,67.643875,68.028375
sw04utt/sw_0417_3237.utt,3/sw3237,3237,62,+,A,43,1,"-- and have all these clothes, and <laughter> --","--/: and/CC have/VBP  [ all/PDT these/DT clothes/NNS ] ,/, and/CC --/:","(S (CC and) (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (DT the) (NN one)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VP (VBP have) (NP (NP (DT another) (NN one)) (RS (-DFL- \])) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (BES 's) (NP-PRD (QP (CD three) (CC and) (DT a) (NN half)))))))) (CC and) (VP (VBP have) (NP (NP (PDT all) (DT these) (NNS clothes) (, ,) (CC and) (NNS toys) (CC and) (NN stuff)) (SBAR (WHNP-4 (WDT that)) (S (NP-SBJ-2 (PRP we)) (VP (VBP 're) (ADVP (RB just)) (VP (VBG trying) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB find) (NP (NP (NNS places)) (SBAR (WHADVP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB put) (NP (-NONE- *T*-4)) (ADVP-PUT (-NONE- *T*-3))))))))))))))))) (, ,) (-DFL- E_S))",94
sw04utt/sw_0417_3237.utt,3/sw3237,3237,63,b,B,44,1,Oh. /,Oh/UH ./.,(INTJ (UH Oh) (. .) (-DFL- E_S)),99,69.94975,70.89675
sw04utt/sw_0417_3237.utt,3/sw3237,3237,64,+,A,45,1,"-- toys and stuff that we're just trying to find places to put, /","--/:  [ toys/NNS ] and/CC  [ stuff/NN ] that/WDT  [ we/PRP ] 're/VBP just/RB trying/VBG to/TO find/VB  [ places/NNS ] to/TO put/VB ,/,","(S (CC and) (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (DT the) (NN one)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VP (VBP have) (NP (NP (DT another) (NN one)) (RS (-DFL- \])) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ (-NONE- *T*-1)) (VP (BES 's) (NP-PRD (QP (CD three) (CC and) (DT a) (NN half)))))))) (CC and) (VP (VBP have) (NP (NP (PDT all) (DT these) (NNS clothes) (, ,) (CC and) (NNS toys) (CC and) (NN stuff)) (SBAR (WHNP-4 (WDT that)) (S (NP-SBJ-2 (PRP we)) (VP (VBP 're) (ADVP (RB just)) (VP (VBG trying) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB find) (NP (NP (NNS places)) (SBAR (WHADVP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB put) (NP (-NONE- *T*-4)) (ADVP-PUT (-NONE- *T*-3))))))))))))))))) (, ,) (-DFL- E_S))",94
sw04utt/sw_0417_3237.utt,3/sw3237,3237,65,b,B,46,1,"Uh-huh,  /","[ Uh-huh/UH ] ,/,","(INTJ (UH Uh-huh) (, ,) (-DFL- E_S))",102,73.040125,74.988
sw04utt/sw_0417_3237.utt,3/sw3237,3237,66,qw,B,46,2,how many bedrooms is it? /,how/WRB  [ many/JJ bedrooms/NNS ] is/VBZ  [ it/PRP ] ?/.,(SBARQ (WHNP-1 (WHADJP (WRB how) (JJ many)) (NNS bedrooms)) (SQ (VBZ is) (NP-SBJ (PRP it)) (NP-PRD (-NONE- *T*-1))) (. ?) (-DFL- E_S)),103,73.040125,74.988
sw04utt/sw_0417_3237.utt,3/sw3237,3237,67,nd,A,47,1,"{D Well, } they advertised it as a three bedroom house --","Well/UH ,/,  [ they/PRP ] advertised/VBD  [ it/PRP ] as/IN  [ a/DT three/CD bedroom/NN house/NN ] --/:","(S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP they)) (VP (VBD advertised) (NP (PRP it)) (PP (IN as) (NP (DT a) (CD three) (NN bedroom) (NN house))) (SBAR-PRP (IN because) (S (NP-SBJ (PRP it)) (VP (VBZ has) (NP (DT a) (ADJP (VBN built) (RP on)) (NN addition) (NN room))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (-DFL- E_S))",105,75.279625,81.7835
sw04utt/sw_0417_3237.utt,3/sw3237,3237,68,b,B,48,1,Uh-huh /,[ Uh-huh/UH ],(INTJ (UH Uh-huh) (-DFL- E_S)),107,78.31325,78.713875
sw04utt/sw_0417_3237.utt,3/sw3237,3237,69,+,A,49,1,"-- because it has a built on addition room, {D you know } -- /","--/: because/IN  [ it/PRP ] has/VBZ  [ a/DT ] built/VBN on/RP  [ addition/NN room/NN ] ,/,  [ you/PRP ] know/VBP --/:","(S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP they)) (VP (VBD advertised) (NP (PRP it)) (PP (IN as) (NP (DT a) (CD three) (NN bedroom) (NN house))) (SBAR-PRP (IN because) (S (NP-SBJ (PRP it)) (VP (VBZ has) (NP (DT a) (ADJP (VBN built) (RP on)) (NN addition) (NN room))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (-DFL- E_S))",105
sw04utt/sw_0417_3237.utt,3/sw3237,3237,70,b,B,50,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),92,81.551375,81.973125
