conversation_no,talk_day,length,topic_description,prompt,from_caller_sex,from_caller_education,from_caller_birth_year,from_caller_dialect_area,to_caller_sex,to_caller_education,to_caller_birth_year,to_caller_dialect_area,from_caller_id,to_caller_id
1015,910211,10,VACATION SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.,MALE,0,1947,NORTHERN,MALE,0,1940,NYC
1016,910211,5,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,MALE,0,1950,,MALE,0,1940,NYC
1017,910211,8,UNIVERSAL PBLIC SERV,SEE HOW THE OTHER CALLER FEELS ABOUT THE PROPOSAL THAT ALL YOUNG AMERICANS SHOULD SPEND A YEAR OR TWO DOING SOME KIND OF PUBLIC SERVICE,MALE,0,1947,NORTHERN,MALE,3,1941,NYC
1018,910211,6,MUSIC,PLEASE DISCUSS MUSIC.  CAN YOU FIND MUSICIANSOR TYPES OF MUSIC THAT BOTH YOU AND THE OTHER CALLER LIKE?,MALE,2,1937,NORTHERN,MALE,0,1950,
1019,910212,4,UNIVERSAL PBLIC SERV,SEE HOW THE OTHER CALLER FEELS ABOUT THE PROPOSAL THAT ALL YOUNG AMERICANS SHOULD SPEND A YEAR OR TWO DOING SOME KIND OF PUBLIC SERVICE,MALE,0,1950,,MALE,0,1961,NORTH MIDLAND
1021,910212,7,CRIME,DISCUSS CRIME IN AMERICAN CITIES TODAY.  WHAT ARE YOUR CONCERNS AND THE CONCERNS OF THE OTHER CALLER?  WHAT STEPS CAN BE TAKEN TO REDUCE CRIME?,MALE,0,1940,NYC,MALE,0,1950,NYC
1022,910212,5,UNIVERSAL PBLIC SERV,SEE HOW THE OTHER CALLER FEELS ABOUT THE PROPOSAL THAT ALL YOUNG AMERICANS SHOULD SPEND A YEAR OR TWO DOING SOME KIND OF PUBLIC SERVICE,MALE,3,1946,WESTERN,MALE,0,1947,WESTERN
1023,910212,8,UNIVERSAL PBLIC SERV,SEE HOW THE OTHER CALLER FEELS ABOUT THE PROPOSAL THAT ALL YOUNG AMERICANS SHOULD SPEND A YEAR OR TWO DOING SOME KIND OF PUBLIC SERVICE,MALE,2,1947,NORTH MIDLAND,MALE,0,1940,NYC
1024,910212,4,WEATHER CLIMATE,DISCUSS THE WEATHER.   WHAT HAS IT BEEN LIKE IN YOUR AREA?   HAS IT BEEN TYPICAL FOR THIS TIME OF YEAR?  COMPARE IT WITH THE OTHER CALLER'S WEATHER.,MALE,0,1957,NORTHERN,MALE,0,1940,NYC
1025,910212,6,CRIME,DISCUSS CRIME IN AMERICAN CITIES TODAY.  WHAT ARE YOUR CONCERNS AND THE CONCERNS OF THE OTHER CALLER?  WHAT STEPS CAN BE TAKEN TO REDUCE CRIME?,MALE,3,1944,NORTH MIDLAND,MALE,0,1950,
1026,910208,8,CREDIT CARD USE,PLEASE DISCUSS CREDIT CARDS.  FIND OUT HOW THE OTHER CALLER MAKES USE OF CREDIT CARDS.  HOW DO THEY COMPARE TO YOUR OWN?,MALE,0,1940,NYC,MALE,3,1941,SOUTHERN
1028,910212,7,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,MALE,3,1946,WESTERN,MALE,3,1947,WESTERN
1030,910212,8,AIDS,PLEASE DISCUSS FUNDING FOR AIDS RESEARCH.  SHOULD THE US SPEND MOREY,MALE,0,1963,NORTHERN,MALE,3,1960,NORTHERN
1031,910212,10,CRIME,DISCUSS CRIME IN AMERICAN CITIES TODAY.  WHAT ARE YOUR CONCERNS AND THE CONCERNS OF THE OTHER CALLER?  WHAT STEPS CAN BE TAKEN TO REDUCE CRIME?,MALE,0,1950,,MALE,0,1940,NYC
1032,910213,8,BOOKS AND LITERATURE,FIND OUT WHAT BOOKS THE OTHER CALLER READS FOR ENJOYMENT OR SELF-IMPROVEMENT.         DO YOU HAVE SIMILAR OR DIFFERENT INTERESTS IN BOOKS?,MALE,2,1961,SOUTHERN,MALE,0,1950,NYC
1033,910213,10,BOOKS AND LITERATURE,FIND OUT WHAT BOOKS THE OTHER CALLER READS FOR ENJOYMENT OR SELF-IMPROVEMENT.         DO YOU HAVE SIMILAR OR DIFFERENT INTERESTS IN BOOKS?,MALE,0,1947,NORTHERN,MALE,0,1940,NYC
1034,910213,9,CRIME,DISCUSS CRIME IN AMERICAN CITIES TODAY.  WHAT ARE YOUR CONCERNS AND THE CONCERNS OF THE OTHER CALLER?  WHAT STEPS CAN BE TAKEN TO REDUCE CRIME?,MALE,0,1963,NORTHERN,MALE,3,1941,SOUTHERN
1037,910213,5,CREDIT CARD USE,PLEASE DISCUSS CREDIT CARDS.  FIND OUT HOW THE OTHER CALLER MAKES USE OF CREDIT CARDS.  HOW DO THEY COMPARE TO YOUR OWN?,MALE,3,1946,WESTERN,MALE,3,1944,NORTH MIDLAND
1038,910213,7,CREDIT CARD USE,PLEASE DISCUSS CREDIT CARDS.  FIND OUT HOW THE OTHER CALLER MAKES USE OF CREDIT CARDS.  HOW DO THEY COMPARE TO YOUR OWN?,MALE,3,1952,WESTERN,MALE,3,1947,WESTERN
1039,910213,7,CRIME,DISCUSS CRIME IN AMERICAN CITIES TODAY.  WHAT ARE YOUR CONCERNS AND THE CONCERNS OF THE OTHER CALLER?  WHAT STEPS CAN BE TAKEN TO REDUCE CRIME?,MALE,3,1947,WESTERN,MALE,3,1960,NORTHERN
1040,910213,10,AIDS,PLEASE DISCUSS FUNDING FOR AIDS RESEARCH.  SHOULD THE US SPEND MOREY,MALE,0,1947,WESTERN,MALE,0,1947,NORTHERN
1041,910214,7,BOOKS AND LITERATURE,FIND OUT WHAT BOOKS THE OTHER CALLER READS FOR ENJOYMENT OR SELF-IMPROVEMENT.         DO YOU HAVE SIMILAR OR DIFFERENT INTERESTS IN BOOKS?,MALE,0,1963,NORTHERN,MALE,0,1957,NORTHERN
1042,910214,5,AIDS,PLEASE DISCUSS FUNDING FOR AIDS RESEARCH.  SHOULD THE US SPEND MOREY,MALE,0,1940,NYC,MALE,3,1941,NYC
1043,910214,8,UNIVERSAL PBLIC SERV,SEE HOW THE OTHER CALLER FEELS ABOUT THE PROPOSAL THAT ALL YOUNG AMERICANS SHOULD SPEND A YEAR OR TWO DOING SOME KIND OF PUBLIC SERVICE,MALE,3,1947,WESTERN,MALE,0,1957,NORTHERN
1044,910214,6,CREDIT CARD USE,PLEASE DISCUSS CREDIT CARDS.  FIND OUT HOW THE OTHER CALLER MAKES USE OF CREDIT CARDS.  HOW DO THEY COMPARE TO YOUR OWN?,MALE,0,1950,,MALE,0,1950,NYC
1045,910215,6,VACATION SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.,MALE,3,1941,NYC,MALE,3,1960,NORTHERN
1046,910215,7,AIR POLLUTION,PLEASE DISCUSS AIR POLLUTION.  FIND OUT WHAT SUBSTANCES THE OTHER CALLER THINKS CONTRIBUTE THE MOST TO AIR POLLUTION TODAY.  WHAT CAN INDIVIDUALS OR SOCIETY DO TO IMPROVE AIR QUALITY?,MALE,0,1947,WESTERN,MALE,3,1947,WESTERN
1047,910218,10,BOOKS AND LITERATURE,FIND OUT WHAT BOOKS THE OTHER CALLER READS FOR ENJOYMENT OR SELF-IMPROVEMENT.         DO YOU HAVE SIMILAR OR DIFFERENT INTERESTS IN BOOKS?,MALE,3,1941,SOUTHERN,MALE,0,1947,WESTERN
1048,910218,9,MUSIC,PLEASE DISCUSS MUSIC.  CAN YOU FIND MUSICIANSOR TYPES OF MUSIC THAT BOTH YOU AND THE OTHER CALLER LIKE?,MALE,3,1947,WESTERN,MALE,0,1950,NYC
1049,910218,10,CRIME,DISCUSS CRIME IN AMERICAN CITIES TODAY.  WHAT ARE YOUR CONCERNS AND THE CONCERNS OF THE OTHER CALLER?  WHAT STEPS CAN BE TAKEN TO REDUCE CRIME?,MALE,0,1947,NORTHERN,MALE,3,1952,WESTERN
1054,910219,9,VACATION SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.,MALE,3,1941,SOUTHERN,MALE,0,1950,
1055,910220,10,UNIVERSAL PBLIC SERV,SEE HOW THE OTHER CALLER FEELS ABOUT THE PROPOSAL THAT ALL YOUNG AMERICANS SHOULD SPEND A YEAR OR TWO DOING SOME KIND OF PUBLIC SERVICE,MALE,0,1963,NORTHERN,MALE,2,1961,SOUTHERN
1056,910220,5,CARE OF THE ELDERLY,PLEASE DISCUSS CARE OF THE ELDERLY.  FIND OUT HOW THE OTHER CALLER FEELS ABOUT SENDING AN ELDERLY FAMILY MEMBER TO A NURSING HOME.  WHAT SHOULD ONE KNOW ABOUT THE NURSING HOME ENVIRONMENT WHEN MAKING THIS DECISION?,MALE,3,1941,NYC,MALE,0,1950,
1057,910220,7,CARE OF THE ELDERLY,PLEASE DISCUSS CARE OF THE ELDERLY.  FIND OUT HOW THE OTHER CALLER FEELS ABOUT SENDING AN ELDERLY FAMILY MEMBER TO A NURSING HOME.  WHAT SHOULD ONE KNOW ABOUT THE NURSING HOME ENVIRONMENT WHEN MAKING THIS DECISION?,MALE,3,1946,WESTERN,MALE,0,1950,NYC
1058,910220,9,BOOKS AND LITERATURE,FIND OUT WHAT BOOKS THE OTHER CALLER READS FOR ENJOYMENT OR SELF-IMPROVEMENT.         DO YOU HAVE SIMILAR OR DIFFERENT INTERESTS IN BOOKS?,MALE,3,1952,WESTERN,MALE,0,1940,NYC
1059,910220,8,AIDS,PLEASE DISCUSS FUNDING FOR AIDS RESEARCH.  SHOULD THE US SPEND MOREY,MALE,3,1944,NORTH MIDLAND,MALE,3,1947,WESTERN
1060,910110,5,CREDIT CARD USE,PLEASE DISCUSS CREDIT CARDS.  FIND OUT HOW THE OTHER CALLER MAKES USE OF CREDIT CARDS.  HOW DO THEY COMPARE TO YOUR OWN?,MALE,3,1941,NYC,MALE,3,1944,NORTH MIDLAND
1062,910122,2,BOOKS AND LITERATURE,FIND OUT WHAT BOOKS THE OTHER CALLER READS FOR ENJOYMENT OR SELF-IMPROVEMENT.         DO YOU HAVE SIMILAR OR DIFFERENT INTERESTS IN BOOKS?,MALE,3,1941,NYC,MALE,3,1944,NORTH MIDLAND
1063,910123,3,BOOKS AND LITERATURE,FIND OUT WHAT BOOKS THE OTHER CALLER READS FOR ENJOYMENT OR SELF-IMPROVEMENT.         DO YOU HAVE SIMILAR OR DIFFERENT INTERESTS IN BOOKS?,MALE,0,1940,NYC,MALE,0,1940,NYC
1065,910123,3,UNIVERSAL PBLIC SERV,SEE HOW THE OTHER CALLER FEELS ABOUT THE PROPOSAL THAT ALL YOUNG AMERICANS SHOULD SPEND A YEAR OR TWO DOING SOME KIND OF PUBLIC SERVICE,MALE,3,1944,NORTH MIDLAND,MALE,3,1960,NORTHERN
1066,910124,3,UNIVERSAL PBLIC SERV,SEE HOW THE OTHER CALLER FEELS ABOUT THE PROPOSAL THAT ALL YOUNG AMERICANS SHOULD SPEND A YEAR OR TWO DOING SOME KIND OF PUBLIC SERVICE,MALE,0,1940,NYC,MALE,0,1940,NYC
1068,910124,3,CARE OF THE ELDERLY,PLEASE DISCUSS CARE OF THE ELDERLY.  FIND OUT HOW THE OTHER CALLER FEELS ABOUT SENDING AN ELDERLY FAMILY MEMBER TO A NURSING HOME.  WHAT SHOULD ONE KNOW ABOUT THE NURSING HOME ENVIRONMENT WHEN MAKING THIS DECISION?,MALE,3,1941,SOUTHERN,MALE,3,1960,NORTHERN
1069,910125,4,MUSIC,PLEASE DISCUSS MUSIC.  CAN YOU FIND MUSICIANSOR TYPES OF MUSIC THAT BOTH YOU AND THE OTHER CALLER LIKE?,MALE,3,1941,SOUTHERN,MALE,0,1957,NORTHERN
1070,910206,3,AIR POLLUTION,PLEASE DISCUSS AIR POLLUTION.  FIND OUT WHAT SUBSTANCES THE OTHER CALLER THINKS CONTRIBUTE THE MOST TO AIR POLLUTION TODAY.  WHAT CAN INDIVIDUALS OR SOCIETY DO TO IMPROVE AIR QUALITY?,MALE,2,1947,NORTH MIDLAND,MALE,3,1944,NORTH MIDLAND
1071,910208,3,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,MALE,0,1963,NORTHERN,MALE,3,1944,NORTH MIDLAND
1074,910222,7,VACATION SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.,MALE,3,1944,NORTH MIDLAND,MALE,3,1952,WESTERN
1077,901212,3,MUSIC,PLEASE DISCUSS MUSIC.  CAN YOU FIND MUSICIANSOR TYPES OF MUSIC THAT BOTH YOU AND THE OTHER CALLER LIKE?,MALE,3,1941,NYC,MALE,3,1941,SOUTHERN
1079,910225,9,CRIME,DISCUSS CRIME IN AMERICAN CITIES TODAY.  WHAT ARE YOUR CONCERNS AND THE CONCERNS OF THE OTHER CALLER?  WHAT STEPS CAN BE TAKEN TO REDUCE CRIME?,MALE,2,1937,NORTHERN,MALE,0,1957,NORTHERN
1080,910225,4,AIR POLLUTION,PLEASE DISCUSS AIR POLLUTION.  FIND OUT WHAT SUBSTANCES THE OTHER CALLER THINKS CONTRIBUTE THE MOST TO AIR POLLUTION TODAY.  WHAT CAN INDIVIDUALS OR SOCIETY DO TO IMPROVE AIR QUALITY?,MALE,3,1960,NORTHERN,MALE,0,1940,NYC
1081,910225,8,CREDIT CARD USE,PLEASE DISCUSS CREDIT CARDS.  FIND OUT HOW THE OTHER CALLER MAKES USE OF CREDIT CARDS.  HOW DO THEY COMPARE TO YOUR OWN?,MALE,0,1940,NYC,MALE,2,1947,NORTH MIDLAND
1082,910226,7,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,MALE,2,1947,NORTH MIDLAND,MALE,0,1947,WESTERN
1083,910226,6,CREDIT CARD USE,PLEASE DISCUSS CREDIT CARDS.  FIND OUT HOW THE OTHER CALLER MAKES USE OF CREDIT CARDS.  HOW DO THEY COMPARE TO YOUR OWN?,MALE,0,1961,NORTH MIDLAND,MALE,0,1940,NYC
1084,910226,8,AIDS,PLEASE DISCUSS FUNDING FOR AIDS RESEARCH.  SHOULD THE US SPEND MOREY,MALE,3,1946,WESTERN,MALE,2,1947,NORTH MIDLAND
1085,910227,4,WEATHER CLIMATE,DISCUSS THE WEATHER.   WHAT HAS IT BEEN LIKE IN YOUR AREA?   HAS IT BEEN TYPICAL FOR THIS TIME OF YEAR?  COMPARE IT WITH THE OTHER CALLER'S WEATHER.,MALE,0,1963,NORTHERN,MALE,0,1961,NORTH MIDLAND
1086,910227,10,CRIME,DISCUSS CRIME IN AMERICAN CITIES TODAY.  WHAT ARE YOUR CONCERNS AND THE CONCERNS OF THE OTHER CALLER?  WHAT STEPS CAN BE TAKEN TO REDUCE CRIME?,MALE,0,1961,NORTH MIDLAND,MALE,3,1946,WESTERN
1087,910227,9,AIR POLLUTION,PLEASE DISCUSS AIR POLLUTION.  FIND OUT WHAT SUBSTANCES THE OTHER CALLER THINKS CONTRIBUTE THE MOST TO AIR POLLUTION TODAY.  WHAT CAN INDIVIDUALS OR SOCIETY DO TO IMPROVE AIR QUALITY?,MALE,3,1941,SOUTHERN,MALE,0,1950,NYC
1088,910227,10,CREDIT CARD USE,PLEASE DISCUSS CREDIT CARDS.  FIND OUT HOW THE OTHER CALLER MAKES USE OF CREDIT CARDS.  HOW DO THEY COMPARE TO YOUR OWN?,MALE,2,1937,NORTHERN,MALE,0,1947,WESTERN
1089,910228,9,VACATION SPOTS,PLEASE DISCUSS TYPES OF VACATIONS AND TRIPS YOU ENJOY.  FIND OUT WHETHER THE OTHER CALLER CAN INTEREST YOU IN A VACATION SPOT YOU HAVEN'T VISITED.,MALE,0,1961,NORTH MIDLAND,MALE,0,1947,WESTERN
1090,910228,10,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,MALE,3,1941,SOUTHERN,MALE,0,1961,NORTH MIDLAND
2001,910304,4,CLOTHING AND DRESS,THE TOPIC IS CLOTHING.  PLEASE FIND OUT HOW THE OTHER CALLER TYPICALLY DRESSES FOR WORK.  HOW MUCH VARIATION IS THERE FROM DAY TO DAY?  HOW MUCH VARIATION IS THERE FROM SEASON TO SEASON?,FEMALE,2,1956,NORTH MIDLAND,FEMALE,1,1962,SOUTH MIDLAND
2005,910304,9,CARE OF THE ELDERLY,PLEASE DISCUSS CARE OF THE ELDERLY.  FIND OUT HOW THE OTHER CALLER FEELS ABOUT SENDING AN ELDERLY FAMILY MEMBER TO A NURSING HOME.  WHAT SHOULD ONE KNOW ABOUT THE NURSING HOME ENVIRONMENT WHEN MAKING THIS DECISION?,MALE,2,1961,NORTH MIDLAND,MALE,2,1935,SOUTH MIDLAND,1169,1133
2006,910305,8,AIR POLLUTION,PLEASE DISCUSS AIR POLLUTION.  FIND OUT WHAT SUBSTANCES THE OTHER CALLER THINKS CONTRIBUTE THE MOST TO AIR POLLUTION TODAY.  WHAT CAN INDIVIDUALS OR SOCIETY DO TO IMPROVE AIR QUALITY?,MALE,2,1957,SOUTH MIDLAND,FEMALE,2,1953,NORTH MIDLAND
2007,910305,10,AIR POLLUTION,PLEASE DISCUSS AIR POLLUTION.  FIND OUT WHAT SUBSTANCES THE OTHER CALLER THINKS CONTRIBUTE THE MOST TO AIR POLLUTION TODAY.  WHAT CAN INDIVIDUALS OR SOCIETY DO TO IMPROVE AIR QUALITY?,MALE,3,1953,SOUTHERN,MALE,2,1930,NYC
2008,910305,4,CLOTHING AND DRESS,THE TOPIC IS CLOTHING.  PLEASE FIND OUT HOW THE OTHER CALLER TYPICALLY DRESSES FOR WORK.  HOW MUCH VARIATION IS THERE FROM DAY TO DAY?  HOW MUCH VARIATION IS THERE FROM SEASON TO SEASON?,FEMALE,2,1959,MIXED,FEMALE,2,1963,NORTH MIDLAND,1176,1057
2009,910305,6,CAMPING,FIND OUT FROM THE OTHER CALLER WHAT KIND OF CAMPING THEY HAVE DONE.  HOW DOES IT COMPARE WITH YOUR OWN EXPERIENCES?,FEMALE,2,1965,SOUTH MIDLAND,FEMALE,2,1963,SOUTH MIDLAND
2010,910305,5,MOVIES,FIND OUT WHAT THE OTHER CALLER THOUGHT ABOUT THE LAST FEW MOVIES THEY SAW. WHAT MOVIES HAVE YOU SEEN LATELY?,MALE,3,1943,SOUTHERN,FEMALE,2,1961,NORTH MIDLAND,1027,1039
2012,910305,10,RIGHT TO PRIVACY,FIND OUT WHAT EVERYDAY OCCURRENCES THE OTHER CALLER CONSIDERS TO BE AN INTRUSION OF PRIVACY.  WHAT CAN BE DONE TO PREVENT THEM?  DO YOU AGREE OR DISAGREE?,MALE,3,1961,WESTERN,MALE,3,1946,MIXED,1110,1119
2013,910305,10,TAXES,TALK ABOUT WHETHER AMERICANSY,FEMALE,3,1951,SOUTH MIDLAND,MALE,3,1961,SOUTH MIDLAND
2014,910305,4,GUN CONTROL,DISCUSS GUN CONTROL.  WHERE DO YOU AND THE OTHER CALLER STAND ON A SCALE FROM 1 TO 10,FEMALE,3,1959,WESTERN,FEMALE,2,1967,SOUTH MIDLAND
2015,910305,6,RIGHT TO PRIVACY,FIND OUT WHAT EVERYDAY OCCURRENCES THE OTHER CALLER CONSIDERS TO BE AN INTRUSION OF PRIVACY.  WHAT CAN BE DONE TO PREVENT THEM?  DO YOU AGREE OR DISAGREE?,MALE,9,1964,SOUTH MIDLAND,FEMALE,3,1956,SOUTHERN,1122,1112
2017,910306,6,HOUSES,FIND OUT ABOUT THE OTHER CALLER'S HOME.  IS IT A TYPICAL HOME FOR THE AREA?  HOW DOES IT COMPARE TO YOUR HOME?,FEMALE,3,1959,SOUTH MIDLAND,MALE,3,1942,SOUTH MIDLAND
2018,910306,7,WOMEN'S ROLES,DISCUSS THE CHANGES IN THE ROLES OF WOMEN IN AMERICAN SOCIETY OVER THE PAST GENERATION OR TWO.  WHICH CHANGES HAVE BEEN THE MOST SIGNIFICANT? DO YOU HAVE AN OPINION ON WHAT FURTHER CHANGES WILL TAKE PLACE OVER THE NEXT GENERATION?,FEMALE,1,1954,SOUTH MIDLAND,FEMALE,1,1962,SOUTH MIDLAND,1000,1044
2019,910306,7,PETS,FIND OUT WHAT KIND OF PETS THE OTHER CALLER HAS,MALE,2,1930,NYC,MALE,2,1963,NORTHERN
2020,910306,10,MUSIC,PLEASE DISCUSS MUSIC.  CAN YOU FIND MUSICIANSOR TYPES OF MUSIC THAT BOTH YOU AND THE OTHER CALLER LIKE?,FEMALE,2,1959,MIXED,MALE,2,1961,NORTH MIDLAND,1176,1169
2022,910306,5,FAMILY FINANCE,DOES YOUR FAMILY KEEP A MONTHLY BUDGETCAN YOU GIVE A GENERAL DESCRIPTION OF YOUR PROCEDURES,FEMALE,2,1961,SOUTH MIDLAND,FEMALE,2,1961,WESTERN,1138,1107
2023,910306,10,CREDIT CARD USE,PLEASE DISCUSS CREDIT CARDS.  FIND OUT HOW THE OTHER CALLER MAKES USE OF CREDIT CARDS.  HOW DO THEY COMPARE TO YOUR OWN?,FEMALE,1,1965,SOUTH MIDLAND,FEMALE,2,1963,SOUTH MIDLAND
2024,910306,7,BOOKS AND LITERATURE,FIND OUT WHAT BOOKS THE OTHER CALLER READS FOR ENJOYMENT OR SELF-IMPROVEMENT.         DO YOU HAVE SIMILAR OR DIFFERENT INTERESTS IN BOOKS?,FEMALE,2,1945,SOUTHERN,MALE,2,1957,SOUTH MIDLAND,1016,1061
2025,910306,6,TRIAL BY JURY,DISCUSS POSSIBLE CHANGES IN THE WAY TRIALS BY JURY ARE CONDUCTED.     FOR EXAMPLE,MALE,2,1957,SOUTH MIDLAND,FEMALE,9,1951,NORTHERN
2027,910306,9,CLOTHING AND DRESS,THE TOPIC IS CLOTHING.  PLEASE FIND OUT HOW THE OTHER CALLER TYPICALLY DRESSES FOR WORK.  HOW MUCH VARIATION IS THERE FROM DAY TO DAY?  HOW MUCH VARIATION IS THERE FROM SEASON TO SEASON?,FEMALE,2,1963,SOUTH MIDLAND,FEMALE,2,1953,NORTH MIDLAND,1035,1096
2028,910306,10,WEATHER CLIMATE,DISCUSS THE WEATHER.   WHAT HAS IT BEEN LIKE IN YOUR AREA?   HAS IT BEEN TYPICAL FOR THIS TIME OF YEAR?  COMPARE IT WITH THE OTHER CALLER'S WEATHER.,FEMALE,2,1965,SOUTHERN,MALE,3,1939,SOUTH MIDLAND,1086,1101
2032,910306,8,MUSIC,PLEASE DISCUSS MUSIC.  CAN YOU FIND MUSICIANSOR TYPES OF MUSIC THAT BOTH YOU AND THE OTHER CALLER LIKE?,MALE,3,1969,NORTHERN,FEMALE,2,1960,NORTH MIDLAND,1167,1093
2035,910307,5,FAMILY LIFE,IF YOU HAVE CHILDRENY,FEMALE,2,1959,MIXED,FEMALE,2,1961,WESTERN,1176,1107
2036,910307,6,PUERTO RICAN STTEHD,THE TOPIC IS PUERTO RICO.  PLEASE FIND OUT WHETHER THE OTHER CALLER FAVORS STATEHOODY,FEMALE,2,1957,SOUTH MIDLAND,MALE,3,1965,NORTH MIDLAND
2038,910307,10,LATIN AMERICA,WHAT DO YOU THINK ABOUT CURRENT OR RECENT AMERICAN ACTIONS IN LATIN AMERICA,MALE,3,1967,NORTHERN,MALE,3,1943,SOUTHERN
2039,910307,8,TV PROGRAMS,FIND OUT WHAT THE OTHER CALLER'S FAVORITE TV SHOWS ARE AND WHY.  ARE YOUR INTERESTS SIMILAR OR DIFFERENT?,FEMALE,2,1947,SOUTH MIDLAND,MALE,3,1939,SOUTH MIDLAND,1152,1101
2040,910307,10,PUERTO RICAN STTEHD,THE TOPIC IS PUERTO RICO.  PLEASE FIND OUT WHETHER THE OTHER CALLER FAVORS STATEHOODY,FEMALE,3,1941,NORTHERN,MALE,3,1946,MIXED
